"Year","State","Tobacco Use","Demographic","Comparing (Focus group)","Cigarette Use Prevalence % (Focus group)","To (Reference group)","Cigarette Use Prevalence % (Reference group)","Disparity Value"
"2011","Kansas","Cigarette Use among Adults","Mental Health","Severe Mental Distress","42.2","No Mental Distress","17.7","2.4"
"2011","Kansas","Cigarette Use among Adults","Mental Health","Mild Mental Distress","24.7","Severe Mental Distress","42.2","0.6"
"2011","Kansas","Cigarette Use among Adults","Mental Health","Mild Mental Distress","24.7","No Mental Distress","17.7","1.4"
"2011","Kansas","Cigarette Use among Adults","Mental Health","No Mental Distress","17.7","Severe Mental Distress","42.2","0.4"
"2011","Kansas","Cigarette Use among Adults","Mental Health","No Mental Distress","17.7","Mild Mental Distress","24.7","0.7"
"2011","Kentucky","Cigarette Use among Adults","Mental Health","Severe Mental Distress","50.8","Mild Mental Distress","30.4","1.7"
"2011","Kentucky","Cigarette Use among Adults","Mental Health","Severe Mental Distress","50.8","No Mental Distress","22.6","2.2"
"2011","Kentucky","Cigarette Use among Adults","Mental Health","Mild Mental Distress","30.4","Severe Mental Distress","50.8","0.6"
"2011","Kentucky","Cigarette Use among Adults","Mental Health","Mild Mental Distress","30.4","No Mental Distress","22.6","1.3"
"2011","Kentucky","Cigarette Use among Adults","Mental Health","No Mental Distress","22.6","Severe Mental Distress","50.8","0.4"
"2011","Kentucky","Cigarette Use among Adults","Mental Health","No Mental Distress","22.6","Mild Mental Distress","30.4","0.7"
"2011","Louisiana","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.0","Mild Mental Distress","25.6","1.5"
"2011","Louisiana","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.0","No Mental Distress","22.5","1.7"
"2011","Louisiana","Cigarette Use among Adults","Mental Health","Mild Mental Distress","25.6","Severe Mental Distress","39.0","0.7"
"2011","Louisiana","Cigarette Use among Adults","Mental Health","Mild Mental Distress","25.6","No Mental Distress","22.5","1.1"
"2011","Louisiana","Cigarette Use among Adults","Mental Health","No Mental Distress","22.5","Severe Mental Distress","39.0","0.6"
"2011","Louisiana","Cigarette Use among Adults","Mental Health","No Mental Distress","22.5","Mild Mental Distress","25.6","0.9"
"2011","Maine","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.2","Mild Mental Distress","25.0","1.6"
"2011","Maine","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.2","No Mental Distress","17.9","2.2"
"2011","Maine","Cigarette Use among Adults","Mental Health","Mild Mental Distress","25.0","Severe Mental Distress","39.2","0.6"
"2011","Maine","Cigarette Use among Adults","Mental Health","Mild Mental Distress","25.0","No Mental Distress","17.9","1.4"
"2011","Maine","Cigarette Use among Adults","Mental Health","No Mental Distress","17.9","Severe Mental Distress","39.2","0.5"
"2011","Maine","Cigarette Use among Adults","Mental Health","No Mental Distress","17.9","Mild Mental Distress","25.0","0.7"
"2011","Maryland","Cigarette Use among Adults","Mental Health","Severe Mental Distress","36.0","Mild Mental Distress","21.9","1.6"
"2011","Maryland","Cigarette Use among Adults","Mental Health","Severe Mental Distress","36.0","No Mental Distress","14.9","2.4"
"2011","Maryland","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.9","Severe Mental Distress","36.0","0.6"
"2011","Maryland","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.9","No Mental Distress","14.9","1.5"
"2011","Maryland","Cigarette Use among Adults","Mental Health","No Mental Distress","14.9","Severe Mental Distress","36.0","0.4"
"2011","Maryland","Cigarette Use among Adults","Mental Health","No Mental Distress","14.9","Mild Mental Distress","21.9","0.7"
"2011","Massachusetts","Cigarette Use among Adults","Mental Health","Severe Mental Distress","33.5","Mild Mental Distress","17.9","1.9"
"2011","Massachusetts","Cigarette Use among Adults","Mental Health","Severe Mental Distress","33.5","No Mental Distress","15.2","2.2"
"2011","Massachusetts","Cigarette Use among Adults","Mental Health","Mild Mental Distress","17.9","Severe Mental Distress","33.5","0.5"
"2011","Massachusetts","Cigarette Use among Adults","Mental Health","Mild Mental Distress","17.9","No Mental Distress","15.2","1.2"
"2011","Massachusetts","Cigarette Use among Adults","Mental Health","No Mental Distress","15.2","Severe Mental Distress","33.5","0.5"
"2011","Massachusetts","Cigarette Use among Adults","Mental Health","No Mental Distress","15.2","Mild Mental Distress","17.9","0.8"
"2011","Michigan","Cigarette Use among Adults","Mental Health","Severe Mental Distress","42.8","Mild Mental Distress","23.2","1.8"
"2011","Michigan","Cigarette Use among Adults","Mental Health","Severe Mental Distress","42.8","No Mental Distress","18.8","2.3"
"2011","Michigan","Cigarette Use among Adults","Mental Health","Mild Mental Distress","23.2","Severe Mental Distress","42.8","0.5"
"2011","Michigan","Cigarette Use among Adults","Mental Health","Mild Mental Distress","23.2","No Mental Distress","18.8","1.2"
"2011","Michigan","Cigarette Use among Adults","Mental Health","No Mental Distress","18.8","Severe Mental Distress","42.8","0.4"
"2011","Michigan","Cigarette Use among Adults","Mental Health","No Mental Distress","18.8","Mild Mental Distress","23.2","0.8"
"2011","Minnesota","Cigarette Use among Adults","Mental Health","Severe Mental Distress","32.7","Mild Mental Distress","20.9","1.6"
"2011","Minnesota","Cigarette Use among Adults","Mental Health","Severe Mental Distress","32.7","No Mental Distress","16.2","2.0"
"2011","Minnesota","Cigarette Use among Adults","Mental Health","Mild Mental Distress","20.9","Severe Mental Distress","32.7","0.6"
"2011","Minnesota","Cigarette Use among Adults","Mental Health","Mild Mental Distress","20.9","No Mental Distress","16.2","1.3"
"2011","Minnesota","Cigarette Use among Adults","Mental Health","No Mental Distress","16.2","Severe Mental Distress","32.7","0.5"
"2011","Minnesota","Cigarette Use among Adults","Mental Health","No Mental Distress","16.2","Mild Mental Distress","20.9","0.8"
"2011","Mississippi","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.0","Mild Mental Distress","28.8","1.4"
"2011","Mississippi","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.0","No Mental Distress","22.0","1.8"
"2011","Mississippi","Cigarette Use among Adults","Mental Health","Mild Mental Distress","28.8","Severe Mental Distress","39.0","0.7"
"2011","Mississippi","Cigarette Use among Adults","Mental Health","Mild Mental Distress","28.8","No Mental Distress","22.0","1.3"
"2011","Mississippi","Cigarette Use among Adults","Mental Health","No Mental Distress","22.0","Severe Mental Distress","39.0","0.6"
"2011","Mississippi","Cigarette Use among Adults","Mental Health","No Mental Distress","22.0","Mild Mental Distress","28.8","0.8"
"2011","Missouri","Cigarette Use among Adults","Mental Health","Severe Mental Distress","44.0","Mild Mental Distress","30.0","1.5"
"2011","Missouri","Cigarette Use among Adults","Mental Health","Severe Mental Distress","44.0","No Mental Distress","19.2","2.3"
"2011","Missouri","Cigarette Use among Adults","Mental Health","Mild Mental Distress","30.0","Severe Mental Distress","44.0","0.7"
"2011","Missouri","Cigarette Use among Adults","Mental Health","Mild Mental Distress","30.0","No Mental Distress","19.2","1.6"
"2011","Missouri","Cigarette Use among Adults","Mental Health","No Mental Distress","19.2","Severe Mental Distress","44.0","0.4"
"2011","Missouri","Cigarette Use among Adults","Mental Health","No Mental Distress","19.2","Mild Mental Distress","30.0","0.6"
"2011","Montana","Cigarette Use among Adults","Mental Health","Severe Mental Distress","38.4","Mild Mental Distress","24.6","1.6"
"2011","Montana","Cigarette Use among Adults","Mental Health","Severe Mental Distress","38.4","No Mental Distress","18.0","2.1"
"2011","Montana","Cigarette Use among Adults","Mental Health","Mild Mental Distress","24.6","Severe Mental Distress","38.4","0.6"
"2011","Montana","Cigarette Use among Adults","Mental Health","Mild Mental Distress","24.6","No Mental Distress","18.0","1.4"
"2011","Montana","Cigarette Use among Adults","Mental Health","No Mental Distress","18.0","Severe Mental Distress","38.4","0.5"
"2011","Montana","Cigarette Use among Adults","Mental Health","No Mental Distress","18.0","Mild Mental Distress","24.6","0.7"
"2011","Nebraska","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.3","Mild Mental Distress","21.8","1.8"
"2011","Nebraska","Cigarette Use among Adults","Mental Health","Severe Mental Distress","39.3","No Mental Distress","16.4","2.4"
"2011","Nebraska","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.8","Severe Mental Distress","39.3","0.6"
"2011","Nebraska","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.8","No Mental Distress","16.4","1.3"
"2011","Nebraska","Cigarette Use among Adults","Mental Health","No Mental Distress","16.4","Severe Mental Distress","39.3","0.4"
"2011","Nebraska","Cigarette Use among Adults","Mental Health","No Mental Distress","16.4","Mild Mental Distress","21.8","0.8"
"2011","Nevada","Cigarette Use among Adults","Mental Health","Severe Mental Distress","35.0","Mild Mental Distress","27.4","1.3"
"2011","Nevada","Cigarette Use among Adults","Mental Health","Severe Mental Distress","35.0","No Mental Distress","18.7","1.9"
"2011","Nevada","Cigarette Use among Adults","Mental Health","Mild Mental Distress","27.4","Severe Mental Distress","35.0","0.8"
"2011","Nevada","Cigarette Use among Adults","Mental Health","Mild Mental Distress","27.4","No Mental Distress","18.7","1.5"
"2011","Nevada","Cigarette Use among Adults","Mental Health","No Mental Distress","18.7","Severe Mental Distress","35.0","0.5"
"2011","Nevada","Cigarette Use among Adults","Mental Health","No Mental Distress","18.7","Mild Mental Distress","27.4","0.7"
"2011","New Hampshire","Cigarette Use among Adults","Mental Health","Severe Mental Distress","36.1","Mild Mental Distress","23.0","1.6"
"2011","New Hampshire","Cigarette Use among Adults","Mental Health","Severe Mental Distress","36.1","No Mental Distress","14.4","2.5"
"2011","New Hampshire","Cigarette Use among Adults","Mental Health","Mild Mental Distress","23.0","Severe Mental Distress","36.1","0.6"
"2011","New Hampshire","Cigarette Use among Adults","Mental Health","Mild Mental Distress","23.0","No Mental Distress","14.4","1.6"
"2011","New Hampshire","Cigarette Use among Adults","Mental Health","No Mental Distress","14.4","Severe Mental Distress","36.1","0.4"
"2011","New Hampshire","Cigarette Use among Adults","Mental Health","No Mental Distress","14.4","Mild Mental Distress","23.0","0.6"
"2011","New Jersey","Cigarette Use among Adults","Mental Health","Severe Mental Distress","27.0","Mild Mental Distress","18.0","1.5"
"2011","New Jersey","Cigarette Use among Adults","Mental Health","Severe Mental Distress","27.0","No Mental Distress","14.2","1.9"
"2011","New Jersey","Cigarette Use among Adults","Mental Health","Mild Mental Distress","18.0","Severe Mental Distress","27.0","0.7"
"2011","New Jersey","Cigarette Use among Adults","Mental Health","Mild Mental Distress","18.0","No Mental Distress","14.2","1.3"
"2011","New Jersey","Cigarette Use among Adults","Mental Health","No Mental Distress","14.2","Severe Mental Distress","27.0","0.5"
"2011","New Jersey","Cigarette Use among Adults","Mental Health","No Mental Distress","14.2","Mild Mental Distress","18.0","0.8"
"2011","New Mexico","Cigarette Use among Adults","Mental Health","Severe Mental Distress","38.4","Mild Mental Distress","21.5","1.8"
"2011","New Mexico","Cigarette Use among Adults","Mental Health","Severe Mental Distress","38.4","No Mental Distress","17.8","2.2"
"2011","New Mexico","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.5","Severe Mental Distress","38.4","0.6"
"2011","New Mexico","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.5","No Mental Distress","17.8","1.2"
"2011","New Mexico","Cigarette Use among Adults","Mental Health","No Mental Distress","17.8","Severe Mental Distress","38.4","0.5"
"2011","New Mexico","Cigarette Use among Adults","Mental Health","No Mental Distress","17.8","Mild Mental Distress","21.5","0.8"
"2011","New York","Cigarette Use among Adults","Mental Health","Severe Mental Distress","30.3","Mild Mental Distress","18.7","1.6"
"2011","New York","Cigarette Use among Adults","Mental Health","Severe Mental Distress","30.3","No Mental Distress","15.1","2.0"
"2011","New York","Cigarette Use among Adults","Mental Health","Mild Mental Distress","18.7","Severe Mental Distress","30.3","0.6"
"2011","New York","Cigarette Use among Adults","Mental Health","Mild Mental Distress","18.7","No Mental Distress","15.1","1.2"
"2011","New York","Cigarette Use among Adults","Mental Health","No Mental Distress","15.1","Severe Mental Distress","30.3","0.5"
"2011","New York","Cigarette Use among Adults","Mental Health","No Mental Distress","15.1","Mild Mental Distress","18.7","0.8"
"2011","North Carolina","Cigarette Use among Adults","Mental Health","Severe Mental Distress","37.7","Mild Mental Distress","22.7","1.7"
"2011","North Carolina","Cigarette Use among Adults","Mental Health","Severe Mental Distress","37.7","No Mental Distress","18.4","2.0"
"2011","North Carolina","Cigarette Use among Adults","Mental Health","Mild Mental Distress","22.7","Severe Mental Distress","37.7","0.6"
"2011","North Carolina","Cigarette Use among Adults","Mental Health","Mild Mental Distress","22.7","No Mental Distress","18.4","1.2"
"2011","North Carolina","Cigarette Use among Adults","Mental Health","No Mental Distress","18.4","Severe Mental Distress","37.7","0.5"
"2011","North Carolina","Cigarette Use among Adults","Mental Health","No Mental Distress","18.4","Mild Mental Distress","22.7","0.8"
"2011","North Dakota","Cigarette Use among Adults","Mental Health","Severe Mental Distress","35.8","Mild Mental Distress","24.3","1.5"
"2011","North Dakota","Cigarette Use among Adults","Mental Health","Severe Mental Distress","35.8","No Mental Distress","19.0","1.9"
"2011","North Dakota","Cigarette Use among Adults","Mental Health","Mild Mental Distress","24.3","Severe Mental Distress","35.8","0.7"
"2011","North Dakota","Cigarette Use among Adults","Mental Health","Mild Mental Distress","24.3","No Mental Distress","19.0","1.3"
"2011","North Dakota","Cigarette Use among Adults","Mental Health","No Mental Distress","19.0","Severe Mental Distress","35.8","0.5"
"2011","North Dakota","Cigarette Use among Adults","Mental Health","No Mental Distress","19.0","Mild Mental Distress","24.3","0.8"
"2011","Ohio","Cigarette Use among Adults","Mental Health","Severe Mental Distress","42.6","Mild Mental Distress","25.3","1.7"
"2011","Ohio","Cigarette Use among Adults","Mental Health","Severe Mental Distress","42.6","No Mental Distress","21.0","2.0"
"2011","Ohio","Cigarette Use among Adults","Mental Health","Mild Mental Distress","25.3","Severe Mental Distress","42.6","0.6"
"2011","Ohio","Cigarette Use among Adults","Mental Health","Mild Mental Distress","25.3","No Mental Distress","21.0","1.2"
"2011","Ohio","Cigarette Use among Adults","Mental Health","No Mental Distress","21.0","Severe Mental Distress","42.6","0.5"
"2011","Ohio","Cigarette Use among Adults","Mental Health","No Mental Distress","21.0","Mild Mental Distress","25.3","0.8"
"2011","Oklahoma","Cigarette Use among Adults","Mental Health","Severe Mental Distress","41.5","Mild Mental Distress","28.5","1.5"
"2011","Oklahoma","Cigarette Use among Adults","Mental Health","Severe Mental Distress","41.5","No Mental Distress","21.5","1.9"
"2011","Oklahoma","Cigarette Use among Adults","Mental Health","Mild Mental Distress","28.5","Severe Mental Distress","41.5","0.7"
"2011","Oklahoma","Cigarette Use among Adults","Mental Health","Mild Mental Distress","28.5","No Mental Distress","21.5","1.3"
"2011","Oklahoma","Cigarette Use among Adults","Mental Health","No Mental Distress","21.5","Severe Mental Distress","41.5","0.5"
"2011","Oklahoma","Cigarette Use among Adults","Mental Health","No Mental Distress","21.5","Mild Mental Distress","28.5","0.8"
"2011","Oregon","Cigarette Use among Adults","Mental Health","Severe Mental Distress","35.7","Mild Mental Distress","21.2","1.7"
"2011","Oregon","Cigarette Use among Adults","Mental Health","Severe Mental Distress","35.7","No Mental Distress","15.7","2.3"
"2011","Oregon","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.2","Severe Mental Distress","35.7","0.6"
"2011","Oregon","Cigarette Use among Adults","Mental Health","Mild Mental Distress","21.2","No Mental Distress","15.7","1.4"
"2011","Oregon","Cigarette Use among Adults","Mental Health","No Mental Distress","15.7","Severe Mental Distress","35.7","0.4"
"2011","Oregon","Cigarette Use among Adults","Mental Health","No Mental Distress","15.7","Mild Mental Distress","21.2","0.7"
"2011","Pennsylvania","Cigarette Use among Adults","Mental Health","Severe Mental Distress","40.4","Mild Mental Distress","22.0","1.8"
"2011","Pennsylvania","Cigarette Use among Adults","Mental Health","Severe Mental Distress","40.4","No Mental Distress","18.4","2.2"
"2011","Pennsylvania","Cigarette Use among Adults","Mental Health","Mild Mental Distress","22.0","Severe Mental Distress","40.4","0.5"
"2011","Pennsylvania","Cigarette Use among Adults","Mental Health","Mild Mental Distress","22.0","No Mental Distress","18.4","1.2"
"2011","Pennsylvania","Cigarette Use among Adults","Mental Health","No Mental Distress","18.4","Severe Mental Distress","40.4","0.5"
"2011","Pennsylvania","Cigarette Use among Adults","Mental Health","No Mental Distress","18.4","Mild Mental Distress","22.0","0.8"
