"Year","State","Tobacco Use","Demographic","Comparing (Focus group)","Cigarette Use Prevalence % (Focus group)","To (Reference group)","Cigarette Use Prevalence % (Reference group)","Disparity Value"
"2011","Alaska","Cigarette Use among Adults","Employment","Homemaker or Student","12.9","Unable to work","43.8","0.3"
"2011","Alaska","Cigarette Use among Adults","Employment","Homemaker or Student","12.9","Unemployed","46.4","0.3"
"2011","Alaska","Cigarette Use among Adults","Employment","Retired","13.1","Employed or Self","21.0","0.6"
"2011","Alaska","Cigarette Use among Adults","Employment","Retired","13.1","Homemaker or Student","12.9","1.0"
"2011","Alaska","Cigarette Use among Adults","Employment","Retired","13.1","Unable to work","43.8","0.3"
"2011","Alaska","Cigarette Use among Adults","Employment","Retired","13.1","Unemployed","46.4","0.3"
"2011","Alaska","Cigarette Use among Adults","Employment","Unable to work","43.8","Employed or Self","21.0","2.1"
"2011","Alaska","Cigarette Use among Adults","Employment","Unable to work","43.8","Homemaker or Student","12.9","3.4"
"2011","Alaska","Cigarette Use among Adults","Employment","Unable to work","43.8","Retired","13.1","3.3"
"2011","Alaska","Cigarette Use among Adults","Employment","Unable to work","43.8","Unemployed","46.4","0.9"
"2011","Alaska","Cigarette Use among Adults","Employment","Unemployed","46.4","Employed or Self","21.0","2.2"
"2011","Alaska","Cigarette Use among Adults","Employment","Unemployed","46.4","Homemaker or Student","12.9","3.6"
"2011","Alaska","Cigarette Use among Adults","Employment","Unemployed","46.4","Retired","13.1","3.5"
"2011","Alaska","Cigarette Use among Adults","Employment","Unemployed","46.4","Unable to work","43.8","1.1"
"2011","Arizona","Cigarette Use among Adults","Employment","Employed or Self","20.6","Homemaker or Student","12.9","1.6"
"2011","Arizona","Cigarette Use among Adults","Employment","Employed or Self","20.6","Retired","10.2","2.0"
"2011","Arizona","Cigarette Use among Adults","Employment","Employed or Self","20.6","Unable to work","31.5","0.7"
"2011","Arizona","Cigarette Use among Adults","Employment","Employed or Self","20.6","Unemployed","30.5","0.7"
"2011","Arizona","Cigarette Use among Adults","Employment","Homemaker or Student","12.9","Employed or Self","20.6","0.6"
"2011","Arizona","Cigarette Use among Adults","Employment","Homemaker or Student","12.9","Retired","10.2","1.3"
"2011","Arizona","Cigarette Use among Adults","Employment","Homemaker or Student","12.9","Unable to work","31.5","0.4"
"2011","Arizona","Cigarette Use among Adults","Employment","Homemaker or Student","12.9","Unemployed","30.5","0.4"
"2011","Arizona","Cigarette Use among Adults","Employment","Retired","10.2","Employed or Self","20.6","0.5"
"2011","Arizona","Cigarette Use among Adults","Employment","Retired","10.2","Homemaker or Student","12.9","0.8"
"2011","Arizona","Cigarette Use among Adults","Employment","Retired","10.2","Unable to work","31.5","0.3"
"2011","Arizona","Cigarette Use among Adults","Employment","Retired","10.2","Unemployed","30.5","0.3"
"2011","Arizona","Cigarette Use among Adults","Employment","Unable to work","31.5","Employed or Self","20.6","1.5"
"2011","Arizona","Cigarette Use among Adults","Employment","Unable to work","31.5","Homemaker or Student","12.9","2.4"
"2011","Arizona","Cigarette Use among Adults","Employment","Unable to work","31.5","Retired","10.2","3.1"
"2011","Arizona","Cigarette Use among Adults","Employment","Unable to work","31.5","Unemployed","30.5","1.0"
"2011","Arizona","Cigarette Use among Adults","Employment","Unemployed","30.5","Employed or Self","20.6","1.5"
"2011","Arizona","Cigarette Use among Adults","Employment","Unemployed","30.5","Homemaker or Student","12.9","2.4"
"2011","Arizona","Cigarette Use among Adults","Employment","Unemployed","30.5","Retired","10.2","3.0"
"2011","Arizona","Cigarette Use among Adults","Employment","Unemployed","30.5","Unable to work","31.5","1.0"
"2011","Arkansas","Cigarette Use among Adults","Employment","Employed or Self","25.4","Homemaker or Student","21.3","1.2"
"2011","Arkansas","Cigarette Use among Adults","Employment","Employed or Self","25.4","Retired","13.3","1.9"
"2011","Arkansas","Cigarette Use among Adults","Employment","Employed or Self","25.4","Unable to work","45.2","0.6"
"2011","Arkansas","Cigarette Use among Adults","Employment","Employed or Self","25.4","Unemployed","46.9","0.5"
"2011","Arkansas","Cigarette Use among Adults","Employment","Homemaker or Student","21.3","Employed or Self","25.4","0.8"
"2011","Arkansas","Cigarette Use among Adults","Employment","Homemaker or Student","21.3","Retired","13.3","1.6"
"2011","Arkansas","Cigarette Use among Adults","Employment","Homemaker or Student","21.3","Unable to work","45.2","0.5"
"2011","Arkansas","Cigarette Use among Adults","Employment","Homemaker or Student","21.3","Unemployed","46.9","0.5"
"2011","Arkansas","Cigarette Use among Adults","Employment","Retired","13.3","Employed or Self","25.4","0.5"
"2011","Arkansas","Cigarette Use among Adults","Employment","Retired","13.3","Homemaker or Student","21.3","0.6"
"2011","Arkansas","Cigarette Use among Adults","Employment","Retired","13.3","Unable to work","45.2","0.3"
"2011","Arkansas","Cigarette Use among Adults","Employment","Retired","13.3","Unemployed","46.9","0.3"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unable to work","45.2","Employed or Self","25.4","1.8"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unable to work","45.2","Homemaker or Student","21.3","2.1"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unable to work","45.2","Retired","13.3","3.4"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unable to work","45.2","Unemployed","46.9","1.0"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unemployed","46.9","Employed or Self","25.4","1.8"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unemployed","46.9","Homemaker or Student","21.3","2.2"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unemployed","46.9","Retired","13.3","3.5"
"2011","Arkansas","Cigarette Use among Adults","Employment","Unemployed","46.9","Unable to work","45.2","1.0"
"2011","California","Cigarette Use among Adults","Employment","Employed or Self","13.7","Homemaker or Student","8.3","1.7"
"2011","California","Cigarette Use among Adults","Employment","Employed or Self","13.7","Retired","7.9","1.7"
"2011","California","Cigarette Use among Adults","Employment","Employed or Self","13.7","Unable to work","26.6","0.5"
"2011","California","Cigarette Use among Adults","Employment","Employed or Self","13.7","Unemployed","22.5","0.6"
"2011","California","Cigarette Use among Adults","Employment","Homemaker or Student","8.3","Employed or Self","13.7","0.6"
"2011","California","Cigarette Use among Adults","Employment","Homemaker or Student","8.3","Retired","7.9","1.1"
"2011","California","Cigarette Use among Adults","Employment","Homemaker or Student","8.3","Unable to work","26.6","0.3"
"2011","California","Cigarette Use among Adults","Employment","Homemaker or Student","8.3","Unemployed","22.5","0.4"
"2011","California","Cigarette Use among Adults","Employment","Retired","7.9","Employed or Self","13.7","0.6"
"2011","California","Cigarette Use among Adults","Employment","Retired","7.9","Homemaker or Student","8.3","1.0"
"2011","California","Cigarette Use among Adults","Employment","Retired","7.9","Unable to work","26.6","0.3"
"2011","California","Cigarette Use among Adults","Employment","Retired","7.9","Unemployed","22.5","0.4"
"2011","California","Cigarette Use among Adults","Employment","Unable to work","26.6","Employed or Self","13.7","1.9"
"2011","California","Cigarette Use among Adults","Employment","Unable to work","26.6","Homemaker or Student","8.3","3.2"
"2011","California","Cigarette Use among Adults","Employment","Unable to work","26.6","Retired","7.9","3.4"
"2011","California","Cigarette Use among Adults","Employment","Unable to work","26.6","Unemployed","22.5","1.2"
"2011","California","Cigarette Use among Adults","Employment","Unemployed","22.5","Employed or Self","13.7","1.6"
"2011","California","Cigarette Use among Adults","Employment","Unemployed","22.5","Homemaker or Student","8.3","2.7"
"2011","California","Cigarette Use among Adults","Employment","Unemployed","22.5","Retired","7.9","2.8"
"2011","California","Cigarette Use among Adults","Employment","Unemployed","22.5","Unable to work","26.6","0.8"
"2011","Colorado","Cigarette Use among Adults","Employment","Employed or Self","18.1","Homemaker or Student","10.1","1.8"
"2011","Colorado","Cigarette Use among Adults","Employment","Employed or Self","18.1","Retired","10.2","1.8"
"2011","Colorado","Cigarette Use among Adults","Employment","Employed or Self","18.1","Unable to work","36.8","0.5"
"2011","Colorado","Cigarette Use among Adults","Employment","Employed or Self","18.1","Unemployed","37.0","0.5"
"2011","Colorado","Cigarette Use among Adults","Employment","Homemaker or Student","10.1","Employed or Self","18.1","0.6"
"2011","Colorado","Cigarette Use among Adults","Employment","Homemaker or Student","10.1","Retired","10.2","1.0"
"2011","Colorado","Cigarette Use among Adults","Employment","Homemaker or Student","10.1","Unable to work","36.8","0.3"
"2011","Colorado","Cigarette Use among Adults","Employment","Homemaker or Student","10.1","Unemployed","37.0","0.3"
"2011","Colorado","Cigarette Use among Adults","Employment","Retired","10.2","Employed or Self","18.1","0.6"
"2011","Colorado","Cigarette Use among Adults","Employment","Retired","10.2","Homemaker or Student","10.1","1.0"
"2011","Colorado","Cigarette Use among Adults","Employment","Retired","10.2","Unable to work","36.8","0.3"
"2011","Colorado","Cigarette Use among Adults","Employment","Retired","10.2","Unemployed","37.0","0.3"
"2011","Colorado","Cigarette Use among Adults","Employment","Unable to work","36.8","Employed or Self","18.1","2.0"
"2011","Colorado","Cigarette Use among Adults","Employment","Unable to work","36.8","Homemaker or Student","10.1","3.6"
"2011","Colorado","Cigarette Use among Adults","Employment","Unable to work","36.8","Retired","10.2","3.6"
"2011","Colorado","Cigarette Use among Adults","Employment","Unable to work","36.8","Unemployed","37.0","1.0"
"2011","Colorado","Cigarette Use among Adults","Employment","Unemployed","37.0","Employed or Self","18.1","2.0"
"2011","Colorado","Cigarette Use among Adults","Employment","Unemployed","37.0","Homemaker or Student","10.1","3.7"
"2011","Colorado","Cigarette Use among Adults","Employment","Unemployed","37.0","Retired","10.2","3.6"
"2011","Colorado","Cigarette Use among Adults","Employment","Unemployed","37.0","Unable to work","36.8","1.0"
"2011","Connecticut","Cigarette Use among Adults","Employment","Employed or Self","17.0","Homemaker or Student","12.5","1.4"
"2011","Connecticut","Cigarette Use among Adults","Employment","Employed or Self","17.0","Retired","8.6","2.0"
"2011","Connecticut","Cigarette Use among Adults","Employment","Employed or Self","17.0","Unable to work","30.1","0.6"
"2011","Connecticut","Cigarette Use among Adults","Employment","Employed or Self","17.0","Unemployed","29.9","0.6"
"2011","Connecticut","Cigarette Use among Adults","Employment","Homemaker or Student","12.5","Employed or Self","17.0","0.7"
"2011","Connecticut","Cigarette Use among Adults","Employment","Homemaker or Student","12.5","Retired","8.6","1.5"
"2011","Connecticut","Cigarette Use among Adults","Employment","Homemaker or Student","12.5","Unable to work","30.1","0.4"
"2011","Connecticut","Cigarette Use among Adults","Employment","Homemaker or Student","12.5","Unemployed","29.9","0.4"
"2011","Connecticut","Cigarette Use among Adults","Employment","Retired","8.6","Employed or Self","17.0","0.5"
"2011","Connecticut","Cigarette Use among Adults","Employment","Retired","8.6","Homemaker or Student","12.5","0.7"
"2011","Connecticut","Cigarette Use among Adults","Employment","Retired","8.6","Unable to work","30.1","0.3"
"2011","Connecticut","Cigarette Use among Adults","Employment","Retired","8.6","Unemployed","29.9","0.3"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unable to work","30.1","Employed or Self","17.0","1.8"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unable to work","30.1","Homemaker or Student","12.5","2.4"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unable to work","30.1","Retired","8.6","3.5"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unable to work","30.1","Unemployed","29.9","1.0"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unemployed","29.9","Employed or Self","17.0","1.8"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unemployed","29.9","Homemaker or Student","12.5","2.4"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unemployed","29.9","Retired","8.6","3.5"
"2011","Connecticut","Cigarette Use among Adults","Employment","Unemployed","29.9","Unable to work","30.1","1.0"
"2011","Delaware","Cigarette Use among Adults","Employment","Employed or Self","23.4","Homemaker or Student","7.9","3.0"
"2011","Delaware","Cigarette Use among Adults","Employment","Employed or Self","23.4","Retired","10.9","2.1"
"2011","Delaware","Cigarette Use among Adults","Employment","Employed or Self","23.4","Unable to work","40.7","0.6"
"2011","Delaware","Cigarette Use among Adults","Employment","Employed or Self","23.4","Unemployed","40.6","0.6"
"2011","Delaware","Cigarette Use among Adults","Employment","Homemaker or Student","7.9","Employed or Self","23.4","0.3"
"2011","Delaware","Cigarette Use among Adults","Employment","Homemaker or Student","7.9","Retired","10.9","0.7"
"2011","Delaware","Cigarette Use among Adults","Employment","Homemaker or Student","7.9","Unable to work","40.7","0.2"
"2011","Delaware","Cigarette Use among Adults","Employment","Homemaker or Student","7.9","Unemployed","40.6","0.2"
"2011","Delaware","Cigarette Use among Adults","Employment","Retired","10.9","Employed or Self","23.4","0.5"
"2011","Delaware","Cigarette Use among Adults","Employment","Retired","10.9","Homemaker or Student","7.9","1.4"
"2011","Delaware","Cigarette Use among Adults","Employment","Retired","10.9","Unable to work","40.7","0.3"
"2011","Delaware","Cigarette Use among Adults","Employment","Retired","10.9","Unemployed","40.6","0.3"
"2011","Delaware","Cigarette Use among Adults","Employment","Unable to work","40.7","Employed or Self","23.4","1.7"
"2011","Delaware","Cigarette Use among Adults","Employment","Unable to work","40.7","Homemaker or Student","7.9","5.2"
"2011","Delaware","Cigarette Use among Adults","Employment","Unable to work","40.7","Retired","10.9","3.7"
"2011","Delaware","Cigarette Use among Adults","Employment","Unable to work","40.7","Unemployed","40.6","1.0"
"2011","Delaware","Cigarette Use among Adults","Employment","Unemployed","40.6","Employed or Self","23.4","1.7"
"2011","Delaware","Cigarette Use among Adults","Employment","Unemployed","40.6","Homemaker or Student","7.9","5.1"
"2011","Delaware","Cigarette Use among Adults","Employment","Unemployed","40.6","Retired","10.9","3.7"
"2011","Delaware","Cigarette Use among Adults","Employment","Unemployed","40.6","Unable to work","40.7","1.0"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Employed or Self","15.7","Homemaker or Student","20.0","0.8"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Employed or Self","15.7","Retired","11.2","1.4"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Employed or Self","15.7","Unable to work","42.7","0.4"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Employed or Self","15.7","Unemployed","41.5","0.4"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Homemaker or Student","20.0","Employed or Self","15.7","1.3"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Homemaker or Student","20.0","Retired","11.2","1.8"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Homemaker or Student","20.0","Unable to work","42.7","0.5"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Homemaker or Student","20.0","Unemployed","41.5","0.5"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Retired","11.2","Employed or Self","15.7","0.7"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Retired","11.2","Homemaker or Student","20.0","0.6"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Retired","11.2","Unable to work","42.7","0.3"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Retired","11.2","Unemployed","41.5","0.3"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unable to work","42.7","Employed or Self","15.7","2.7"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unable to work","42.7","Homemaker or Student","20.0","2.1"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unable to work","42.7","Retired","11.2","3.8"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unable to work","42.7","Unemployed","41.5","1.0"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unemployed","41.5","Employed or Self","15.7","2.6"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unemployed","41.5","Homemaker or Student","20.0","2.1"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unemployed","41.5","Retired","11.2","3.7"
"2011","District of Columbia","Cigarette Use among Adults","Employment","Unemployed","41.5","Unable to work","42.7","1.0"
"2011","Florida","Cigarette Use among Adults","Employment","Employed or Self","20.7","Homemaker or Student","13.3","1.6"
"2011","Florida","Cigarette Use among Adults","Employment","Employed or Self","20.7","Retired","9.0","2.3"
"2011","Florida","Cigarette Use among Adults","Employment","Employed or Self","20.7","Unable to work","33.0","0.6"
"2011","Florida","Cigarette Use among Adults","Employment","Employed or Self","20.7","Unemployed","33.0","0.6"
"2011","Florida","Cigarette Use among Adults","Employment","Homemaker or Student","13.3","Employed or Self","20.7","0.6"
"2011","Florida","Cigarette Use among Adults","Employment","Homemaker or Student","13.3","Retired","9.0","1.5"
"2011","Florida","Cigarette Use among Adults","Employment","Homemaker or Student","13.3","Unable to work","33.0","0.4"
"2011","Florida","Cigarette Use among Adults","Employment","Homemaker or Student","13.3","Unemployed","33.0","0.4"
"2011","Florida","Cigarette Use among Adults","Employment","Retired","9.0","Employed or Self","20.7","0.4"
"2011","Florida","Cigarette Use among Adults","Employment","Retired","9.0","Homemaker or Student","13.3","0.7"
"2011","Florida","Cigarette Use among Adults","Employment","Retired","9.0","Unable to work","33.0","0.3"
"2011","Florida","Cigarette Use among Adults","Employment","Retired","9.0","Unemployed","33.0","0.3"
"2011","Florida","Cigarette Use among Adults","Employment","Unable to work","33.0","Employed or Self","20.7","1.6"
"2011","Florida","Cigarette Use among Adults","Employment","Unable to work","33.0","Homemaker or Student","13.3","2.5"
"2011","Florida","Cigarette Use among Adults","Employment","Unable to work","33.0","Retired","9.0","3.7"
"2011","Florida","Cigarette Use among Adults","Employment","Unable to work","33.0","Unemployed","33.0","1.0"
"2011","Florida","Cigarette Use among Adults","Employment","Unemployed","33.0","Employed or Self","20.7","1.6"
"2011","Florida","Cigarette Use among Adults","Employment","Unemployed","33.0","Homemaker or Student","13.3","2.5"
"2011","Florida","Cigarette Use among Adults","Employment","Unemployed","33.0","Retired","9.0","3.7"
"2011","Florida","Cigarette Use among Adults","Employment","Unemployed","33.0","Unable to work","33.0","1.0"
"2011","Georgia","Cigarette Use among Adults","Employment","Employed or Self","19.8","Homemaker or Student","14.5","1.4"
"2011","Georgia","Cigarette Use among Adults","Employment","Employed or Self","19.8","Retired","12.5","1.6"
"2011","Georgia","Cigarette Use among Adults","Employment","Employed or Self","19.8","Unable to work","35.0","0.6"
"2011","Georgia","Cigarette Use among Adults","Employment","Employed or Self","19.8","Unemployed","37.4","0.5"
"2011","Georgia","Cigarette Use among Adults","Employment","Homemaker or Student","14.5","Employed or Self","19.8","0.7"
"2011","Georgia","Cigarette Use among Adults","Employment","Homemaker or Student","14.5","Retired","12.5","1.2"
"2011","Georgia","Cigarette Use among Adults","Employment","Homemaker or Student","14.5","Unable to work","35.0","0.4"
"2011","Georgia","Cigarette Use among Adults","Employment","Homemaker or Student","14.5","Unemployed","37.4","0.4"
"2011","Georgia","Cigarette Use among Adults","Employment","Retired","12.5","Employed or Self","19.8","0.6"
"2011","Georgia","Cigarette Use among Adults","Employment","Retired","12.5","Homemaker or Student","14.5","0.9"
"2011","Georgia","Cigarette Use among Adults","Employment","Retired","12.5","Unable to work","35.0","0.4"
"2011","Georgia","Cigarette Use among Adults","Employment","Retired","12.5","Unemployed","37.4","0.3"
"2011","Georgia","Cigarette Use among Adults","Employment","Unable to work","35.0","Employed or Self","19.8","1.8"
"2011","Georgia","Cigarette Use among Adults","Employment","Unable to work","35.0","Homemaker or Student","14.5","2.4"
"2011","Georgia","Cigarette Use among Adults","Employment","Unable to work","35.0","Retired","12.5","2.8"
"2011","Georgia","Cigarette Use among Adults","Employment","Unable to work","35.0","Unemployed","37.4","0.9"
"2011","Georgia","Cigarette Use among Adults","Employment","Unemployed","37.4","Employed or Self","19.8","1.9"
"2011","Georgia","Cigarette Use among Adults","Employment","Unemployed","37.4","Homemaker or Student","14.5","2.6"
"2011","Georgia","Cigarette Use among Adults","Employment","Unemployed","37.4","Retired","12.5","3.0"
"2011","Georgia","Cigarette Use among Adults","Employment","Unemployed","37.4","Unable to work","35.0","1.1"
"2011","Hawaii","Cigarette Use among Adults","Employment","Employed or Self","16.7","Homemaker or Student","13.4","1.2"
"2011","Hawaii","Cigarette Use among Adults","Employment","Employed or Self","16.7","Retired","7.7","2.2"
"2011","Hawaii","Cigarette Use among Adults","Employment","Employed or Self","16.7","Unable to work","30.3","0.6"
"2011","Hawaii","Cigarette Use among Adults","Employment","Employed or Self","16.7","Unemployed","38.9","0.4"
"2011","Hawaii","Cigarette Use among Adults","Employment","Homemaker or Student","13.4","Employed or Self","16.7","0.8"
"2011","Hawaii","Cigarette Use among Adults","Employment","Homemaker or Student","13.4","Retired","7.7","1.7"
"2011","Hawaii","Cigarette Use among Adults","Employment","Homemaker or Student","13.4","Unable to work","30.3","0.4"
"2011","Hawaii","Cigarette Use among Adults","Employment","Homemaker or Student","13.4","Unemployed","38.9","0.3"
"2011","Hawaii","Cigarette Use among Adults","Employment","Retired","7.7","Employed or Self","16.7","0.5"
"2011","Hawaii","Cigarette Use among Adults","Employment","Retired","7.7","Homemaker or Student","13.4","0.6"
"2011","Hawaii","Cigarette Use among Adults","Employment","Retired","7.7","Unable to work","30.3","0.3"
"2011","Hawaii","Cigarette Use among Adults","Employment","Retired","7.7","Unemployed","38.9","0.2"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unable to work","30.3","Employed or Self","16.7","1.8"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unable to work","30.3","Homemaker or Student","13.4","2.3"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unable to work","30.3","Retired","7.7","3.9"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unable to work","30.3","Unemployed","38.9","0.8"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unemployed","38.9","Employed or Self","16.7","2.3"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unemployed","38.9","Homemaker or Student","13.4","2.9"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unemployed","38.9","Retired","7.7","5.1"
"2011","Hawaii","Cigarette Use among Adults","Employment","Unemployed","38.9","Unable to work","30.3","1.3"
"2011","Idaho","Cigarette Use among Adults","Employment","Employed or Self","17.7","Homemaker or Student","11.1","1.6"
"2011","Idaho","Cigarette Use among Adults","Employment","Employed or Self","17.7","Retired","9.9","1.8"
"2011","Idaho","Cigarette Use among Adults","Employment","Employed or Self","17.7","Unable to work","34.3","0.5"
"2011","Idaho","Cigarette Use among Adults","Employment","Employed or Self","17.7","Unemployed","29.9","0.6"
"2011","Idaho","Cigarette Use among Adults","Employment","Homemaker or Student","11.1","Employed or Self","17.7","0.6"
"2011","Idaho","Cigarette Use among Adults","Employment","Homemaker or Student","11.1","Retired","9.9","1.1"
"2011","Idaho","Cigarette Use among Adults","Employment","Homemaker or Student","11.1","Unable to work","34.3","0.3"
"2011","Idaho","Cigarette Use among Adults","Employment","Homemaker or Student","11.1","Unemployed","29.9","0.4"
"2011","Idaho","Cigarette Use among Adults","Employment","Retired","9.9","Employed or Self","17.7","0.6"
"2011","Idaho","Cigarette Use among Adults","Employment","Retired","9.9","Homemaker or Student","11.1","0.9"
"2011","Idaho","Cigarette Use among Adults","Employment","Retired","9.9","Unable to work","34.3","0.3"
"2011","Idaho","Cigarette Use among Adults","Employment","Retired","9.9","Unemployed","29.9","0.3"
"2011","Idaho","Cigarette Use among Adults","Employment","Unable to work","34.3","Employed or Self","17.7","1.9"
"2011","Idaho","Cigarette Use among Adults","Employment","Unable to work","34.3","Homemaker or Student","11.1","3.1"
"2011","Idaho","Cigarette Use among Adults","Employment","Unable to work","34.3","Retired","9.9","3.5"
"2011","Idaho","Cigarette Use among Adults","Employment","Unable to work","34.3","Unemployed","29.9","1.1"
"2011","Idaho","Cigarette Use among Adults","Employment","Unemployed","29.9","Employed or Self","17.7","1.7"
"2011","Idaho","Cigarette Use among Adults","Employment","Unemployed","29.9","Homemaker or Student","11.1","2.7"
"2011","Idaho","Cigarette Use among Adults","Employment","Unemployed","29.9","Retired","9.9","3.0"
"2011","Idaho","Cigarette Use among Adults","Employment","Unemployed","29.9","Unable to work","34.3","0.9"
"2011","Illinois","Cigarette Use among Adults","Employment","Employed or Self","21.5","Homemaker or Student","14.0","1.5"
"2011","Illinois","Cigarette Use among Adults","Employment","Employed or Self","21.5","Retired","9.3","2.3"
"2011","Illinois","Cigarette Use among Adults","Employment","Employed or Self","21.5","Unable to work","38.9","0.6"
"2011","Illinois","Cigarette Use among Adults","Employment","Employed or Self","21.5","Unemployed","38.4","0.6"
"2011","Illinois","Cigarette Use among Adults","Employment","Homemaker or Student","14.0","Employed or Self","21.5","0.7"
"2011","Illinois","Cigarette Use among Adults","Employment","Homemaker or Student","14.0","Retired","9.3","1.5"
"2011","Illinois","Cigarette Use among Adults","Employment","Homemaker or Student","14.0","Unable to work","38.9","0.4"
"2011","Illinois","Cigarette Use among Adults","Employment","Homemaker or Student","14.0","Unemployed","38.4","0.4"
"2011","Illinois","Cigarette Use among Adults","Employment","Retired","9.3","Employed or Self","21.5","0.4"
