"Year","State","Tobacco Use","Demographic","Comparing (Focus group)","Cigarette Use Prevalence % (Focus group)","To (Reference group)","Cigarette Use Prevalence % (Reference group)","Disparity Value"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.7","Hispanic","27.4","0.8"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.7","Non-Hispanic AIAN","51.6","0.4"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.7","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.7","Non-Hispanic White","24.9","0.8"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","24.9","Hispanic","27.4","0.9"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","24.9","Non-Hispanic AIAN","51.6","0.5"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","24.9","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","24.9","Non-Hispanic Black","20.7","1.2"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","22.8","Non-Hispanic AIAN","39.2","0.6"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","22.8","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","22.8","Non-Hispanic Black","No Data","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","22.8","Non-Hispanic White","19.3","1.2"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","39.2","Hispanic","22.8","1.7"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","39.2","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","39.2","Non-Hispanic Black","No Data","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","39.2","Non-Hispanic White","19.3","2.0"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","22.8","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","39.2","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","No Data","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","19.3","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Hispanic","22.8","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic AIAN","39.2","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic White","19.3","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.3","Hispanic","22.8","0.8"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.3","Non-Hispanic AIAN","39.2","0.5"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.3","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Alaska","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.3","Non-Hispanic Black","No Data","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.3","Non-Hispanic AIAN","20.0","0.7"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.3","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.3","Non-Hispanic Black","27.3","0.5"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.3","Non-Hispanic White","21.7","0.6"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","20.0","Hispanic","13.3","1.5"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","20.0","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","20.0","Non-Hispanic Black","27.3","0.7"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","20.0","Non-Hispanic White","21.7","0.9"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","13.3","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","20.0","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","27.3","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","21.7","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Hispanic","13.3","2.1"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Non-Hispanic AIAN","20.0","1.4"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Non-Hispanic White","21.7","1.3"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.7","Hispanic","13.3","1.6"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.7","Non-Hispanic AIAN","20.0","1.1"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.7","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arizona","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.7","Non-Hispanic Black","27.3","0.8"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic AIAN","33.0","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Black","27.3","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic White","27.4","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.0","Hispanic","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.0","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.0","Non-Hispanic Black","27.3","1.2"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.0","Non-Hispanic White","27.4","1.2"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","33.0","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","27.3","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","27.4","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Hispanic","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Non-Hispanic AIAN","33.0","0.8"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","27.3","Non-Hispanic White","27.4","1.0"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","27.4","Hispanic","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","27.4","Non-Hispanic AIAN","33.0","0.8"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","27.4","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Arkansas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","27.4","Non-Hispanic Black","27.3","1.0"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.0","Non-Hispanic AIAN","24.0","0.5"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.0","Non-Hispanic Asian","7.6","1.6"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.0","Non-Hispanic Black","19.8","0.6"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.0","Non-Hispanic White","15.1","0.8"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","24.0","Hispanic","12.0","2.0"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","24.0","Non-Hispanic Asian","7.6","3.2"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","24.0","Non-Hispanic Black","19.8","1.2"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","24.0","Non-Hispanic White","15.1","1.6"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","7.6","Hispanic","12.0","0.6"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","7.6","Non-Hispanic AIAN","24.0","0.3"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","7.6","Non-Hispanic Black","19.8","0.4"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","7.6","Non-Hispanic White","15.1","0.5"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","19.8","Hispanic","12.0","1.7"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","19.8","Non-Hispanic AIAN","24.0","0.8"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","19.8","Non-Hispanic Asian","7.6","2.6"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","19.8","Non-Hispanic White","15.1","1.3"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","15.1","Hispanic","12.0","1.3"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","15.1","Non-Hispanic AIAN","24.0","0.6"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","15.1","Non-Hispanic Asian","7.6","2.0"
"2011","California","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","15.1","Non-Hispanic Black","19.8","0.8"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Hispanic","20.2","Non-Hispanic AIAN","18.4","1.1"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Hispanic","20.2","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Hispanic","20.2","Non-Hispanic Black","23.2","0.9"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Hispanic","20.2","Non-Hispanic White","17.6","1.1"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","18.4","Hispanic","20.2","0.9"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","18.4","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","18.4","Non-Hispanic Black","23.2","0.8"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","18.4","Non-Hispanic White","17.6","1.0"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","20.2","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","18.4","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","23.2","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","17.6","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","23.2","Hispanic","20.2","1.1"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","23.2","Non-Hispanic AIAN","18.4","1.3"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","23.2","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","23.2","Non-Hispanic White","17.6","1.3"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.6","Hispanic","20.2","0.9"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.6","Non-Hispanic AIAN","18.4","1.0"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.6","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Colorado","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.6","Non-Hispanic Black","23.2","0.8"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Hispanic","17.1","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Hispanic","17.1","Non-Hispanic Asian","11.0","1.6"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Hispanic","17.1","Non-Hispanic Black","20.8","0.8"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Hispanic","17.1","Non-Hispanic White","16.8","1.0"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Hispanic","17.1","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Asian","11.0","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Black","20.8","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic White","16.8","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","11.0","Hispanic","17.1","0.6"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","11.0","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","11.0","Non-Hispanic Black","20.8","0.5"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","11.0","Non-Hispanic White","16.8","0.7"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.8","Hispanic","17.1","1.2"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.8","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.8","Non-Hispanic Asian","11.0","1.9"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.8","Non-Hispanic White","16.8","1.2"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.8","Hispanic","17.1","1.0"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.8","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.8","Non-Hispanic Asian","11.0","1.5"
"2011","Connecticut","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.8","Non-Hispanic Black","20.8","0.8"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Hispanic","26.6","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Hispanic","26.6","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Hispanic","26.6","Non-Hispanic Black","21.5","1.2"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Hispanic","26.6","Non-Hispanic White","21.2","1.3"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Hispanic","26.6","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Black","21.5","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic White","21.2","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","26.6","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","21.5","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","21.2","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","21.5","Hispanic","26.6","0.8"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","21.5","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","21.5","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","21.5","Non-Hispanic White","21.2","1.0"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Hispanic","26.6","0.8"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Delaware","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Non-Hispanic Black","21.5","1.0"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.2","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.2","Non-Hispanic Asian","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.2","Non-Hispanic Black","30.8","0.5"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.2","Non-Hispanic White","9.6","1.6"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Hispanic","15.2","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Black","30.8","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic White","9.6","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","15.2","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","30.8","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","9.6","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Hispanic","15.2","2.0"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Non-Hispanic Asian","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Non-Hispanic White","9.6","3.2"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","9.6","Hispanic","15.2","0.6"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","9.6","Non-Hispanic AIAN","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","9.6","Non-Hispanic Asian","No Data","Not Applicable"
"2011","District of Columbia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","9.6","Non-Hispanic Black","30.8","0.3"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.1","Non-Hispanic AIAN","32.3","0.5"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.1","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.1","Non-Hispanic Black","16.4","0.9"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Hispanic","15.1","Non-Hispanic White","21.2","0.7"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","32.3","Hispanic","15.1","2.1"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","32.3","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","32.3","Non-Hispanic Black","16.4","2.0"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","32.3","Non-Hispanic White","21.2","1.5"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","15.1","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","32.3","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","16.4","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","21.2","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","16.4","Hispanic","15.1","1.1"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","16.4","Non-Hispanic AIAN","32.3","0.5"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","16.4","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","16.4","Non-Hispanic White","21.2","0.8"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Hispanic","15.1","1.4"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Non-Hispanic AIAN","32.3","0.7"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Florida","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.2","Non-Hispanic Black","16.4","1.3"
"2011","Georgia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.6","Non-Hispanic AIAN","42.7","0.3"
"2011","Georgia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.6","Non-Hispanic Asian","No Data","Not Applicable"
"2011","Georgia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.6","Non-Hispanic Black","17.5","0.7"
"2011","Georgia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.6","Non-Hispanic White","24.2","0.5"
"2011","Georgia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","42.7","Hispanic","12.6","3.4"
"2011","Georgia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","42.7","Non-Hispanic Asian","No Data","Not Applicable"
